"","Net","Start_Time_hh","Start_Time_mm","End_Time_hh","End_Time_mm","Year.XXXX.","Month.XX.","Day.XX.","Fishermen","Fishing_field","Depth","Distance_to_Shore","Commants","Storm","Speed","High_Sea","Net_Type","box_only","night_drag_prawn","Anshubi","Bakala","Barbon","Ben_Gurion","Crab","Denis","Farida","Fish","Gambari","Gerbida","Hazir","Hulim","Intias","Jelly_Fish","Kalamari","Lavan","Makarunim","Malitta","Marmir","Musar","Palamud","Pas_Tzahov","Rofus","Rofus_Fake","Sabida","Saragus","Sardin","Scombri","Soltan","Soltan_Fake","Soltan_Mix","Special","Tarachun","Taref","Televisia","Trulus","Missing","Many.Nasralas","Comments","Lokus","Muslach","Gitara","Box_General","Tziporot","Varod","Vest","Shed.Yam","Very_weak","Daba","Octepus","Adom","Hazaim","Lokus_manot","Soltan_Hul","Gerbid_new","barbon_vadim","Cristal","Gomber","Vak.Vak","Shark","Pijama","Aras","Draging_time","Net_index","site","Direction"
"41",3661,6,30,"11","15",2018,5,2,"Michael","Ashdod",19,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"0.5",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75,"3661_2_5_2018","Ashdod",NA
"42",3662,12,0,"15","45",2018,5,2,"Michael","Ashdod",21,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"3 Kg",NA,NA,NA,NA,NA,NA,NA,NA,"2.5 Kg",NA,NA,"1.5 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.5 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,"1 Kg 6.5 Kg",NA,NA,"0.5",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,"3662_2_5_2018","Ashdod",NA
"43",3748,16,15,"10","15",2018,6,8,"Michael","Ashdod",18.5,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5 B+",NA,NA,"0.33",NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"0.66",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,"3748_8_6_2018","Ashdod",NA
"44",3761,16,15,"18","45",2018,6,11,"Michael","Ashdod",17.5,NA,NA,FALSE,NA,FALSE,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"1",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,"3761_11_6_2018","Ashdod",NA
"45",3798,12,15,"46","30",2018,6,25,"Michael","Ashdod",17,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1.25",NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.25 B+0.25 L+","1.5 Kg",NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.25,"3798_25_6_2018","Ashdod",NA
"46",5,12,45,"17","30",2013,10,2,"Doli","Ashdod N",NA,"2.75",NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"1",NA,NA,NA,NA,NA,"3 Kg L+",NA,NA,"1",NA,NA,"1.5",NA,NA,"1.5",NA,NA,"1","1.5",NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75,"5_2_10_2013","Ashdod","N"
"47",11,20,0,"0","15",2013,10,3,"Doli","Ashdod N",18,NA,NA,FALSE,NA,TRUE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,"1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25,"11_3_10_2013","Ashdod","N"
"48",15,19,45,"23","15",2013,10,5,"Doli","Ashdod N",18,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"1",NA,NA,"2.5","25 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,"15_5_10_2013","Ashdod","N"
"49",16,0,45,"5","45",2013,10,5,"Doli","Ashdod N",18,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,"2.5",NA,"2",NA,NA,"0.5","25 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"16_5_10_2013","Ashdod","N"
"50",21,19,45,"23","0",2013,10,9,"Doli","Ashdod N",18,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"3",NA,NA,"2","25 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,"21_9_10_2013","Ashdod","N"
"51",22,23,15,"4","45",2013,10,9,"Doli","Ashdod N",19,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"3",NA,NA,"2","28 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,"22_9_10_2013","Ashdod","N"
"52",23,5,30,"10","0",2013,10,10,"Doli","Ashdod N",NA,"3.25",NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"3 Kg",NA,NA,"1.5",NA,NA,"0.5",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,"1",NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,"23_10_10_2013","Ashdod","N"
"53",26,20,0,"0","15",2013,10,10,"Doli","Ashdod N",18,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"2",NA,NA,"2","28 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25,"26_10_10_2013","Ashdod","N"
"54",27,0,45,"3","15",2013,10,10,"Doli","Ashdod N",18,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"1.5",NA,NA,"1.5","12 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,"27_10_10_2013","Ashdod","N"
"55",30,22,0,"2","0",2013,10,11,"Levi","Ashdod N",NA,"1.9",NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"1",NA,NA,"1","10 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"30_11_10_2013","Ashdod","N"
"56",36,15,45,"20","0",2013,10,13,"Levi","Ashdod N",22,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"1",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25,"36_13_10_2013","Ashdod","N"
"57",40,10,45,"5","0",2013,10,14,"Levi","Ashdod N",17,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"1",NA,NA,NA,"10 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.25,"40_14_10_2013","Ashdod","N"
"58",44,23,0,"2","30",2013,10,15,"Levi","Ashdod N",NA,"2.5",NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,"1",NA,"1",NA,NA,NA,"20 Kg M+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,"44_15_10_2013","Ashdod","N"
"59",48,20,0,"0","15",2013,10,16,"Doli","Ashdod N",22,"2.5",NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"2",NA,NA,NA,"35 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"1",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25,"48_16_10_2013","Ashdod","N"
"60",49,1,0,"4","0",2013,10,16,"Doli","Ashdod N",NA,"2.6",NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"10 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"1",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"49_16_10_2013","Ashdod","N"
"61",53,19,45,NA,NA,2013,10,17,"Doli","Ashdod N",NA,"2.7",NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,"1",NA,NA,NA,"10 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53_17_10_2013","Ashdod","N"
"62",57,19,15,"5","45",2013,10,19,"Doli","Ashdod N",NA,"2.8",NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"2",NA,NA,NA,"30 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"2",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,"57_19_10_2013","Ashdod","N"
"63",60,19,30,"0","30",2013,10,22,"Levi","Ashdod N",NA,"2.3","University",FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"1",NA,NA,"1","20 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"60_22_10_2013","Ashdod","N"
"64",61,1,0,"3","30",2013,10,22,"Levi","Ashdod N",NA,"2.3","University",FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"10 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"1",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,"61_22_10_2013","Ashdod","N"
"65",63,21,30,"22","0",2013,10,23,"Levi","Ashdod N",15.5,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"20 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,"63_23_10_2013","Ashdod","N"
"66",68,19,15,"23","30",2013,10,24,"Doli","Ashdod N",NA,"2.8",NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"1",NA,NA,"1","20 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25,"68_24_10_2013","Ashdod","N"
"67",72,19,30,"0","15",2013,10,25,"Doli","Ashdod N",NA,"2.8",NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"1",NA,NA,"2","30 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75,"72_25_10_2013","Ashdod","N"
"68",73,0,45,"5","45",2013,10,25,"Doli","Ashdod N",NA,"2.8",NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"1",NA,NA,"2","20 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"73_25_10_2013","Ashdod","N"
"69",77,19,30,"0","30",2013,10,26,"Doli","Ashdod N",NA,"2.8",NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"1",NA,NA,"1","20 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"77_26_10_2013","Ashdod","N"
"70",84,0,45,"4","0",2013,10,28,"Levi","Ashdod N",16,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"10 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"1",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,"84_28_10_2013","Ashdod","N"
"71",86,21,45,"1","30",2013,10,30,"Doli","Ashdod N",28,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,"1",NA,NA,"1","15 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,"86_30_10_2013","Ashdod","N"
"72",87,2,0,NA,NA,2013,10,30,"Doli","Ashdod N",NA,"2.8",NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,"1",NA,NA,"1","15 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87_30_10_2013","Ashdod","N"
"73",88,6,15,"9","45",2013,10,31,"Doli","Ashdod N",16,"1.8",NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"4",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,"88_31_10_2013","Ashdod","N"
"74",91,18,45,"23","0",2013,10,31,"Doli","Ashdod N",NA,"2.7",NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"1",NA,NA,"2","20 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25,"91_31_10_2013","Ashdod","N"
"75",92,23,15,"3","15",2013,10,31,"Doli","Ashdod N",NA,"2.8",NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,"1",NA,NA,"2","18 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"92_31_10_2013","Ashdod","N"
"76",95,18,45,"0","15",2013,11,1,"Doli","Ashdod N",NA,"2.85",NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"1",NA,NA,"1","20 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,"95_1_11_2013","Ashdod","N"
"77",99,18,15,"0","0",2013,11,2,"Doli","Ashdod N",NA,"2.5",NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"1",NA,NA,"1.5","18 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.75,"99_2_11_2013","Ashdod","N"
"78",100,0,30,"5","0",2013,11,2,"Doli","Ashdod N",16,"3",NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,"0.5",NA,NA,"1.5","18 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,"100_2_11_2013","Ashdod","N"
"79",108,22,0,"3","30",2013,11,5,"Levi","Ashdod N",16,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"10 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,"108_5_11_2013","Ashdod","N"
"80",125,0,0,"4","15",2013,11,12,"Doli","Ashdod N",45,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"1",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25,"125_12_11_2013","Ashdod","N"
"81",127,9,15,"13","45",2013,11,13,"Doli","Ashdod N",40,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"3.5 L+",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,"127_13_11_2013","Ashdod","N"
"82",133,14,45,"18","15",2013,11,14,"Doli","Ashdod N",NA,"2.5",NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"4.5",NA,"0.5",NA,NA,NA,NA,NA,NA,"1.5",NA,NA,"1.5",NA,NA,NA,NA,NA,"0.5","1.5",NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"1",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,"133_14_11_2013","Ashdod","N"
"83",134,10,30,"11","30",2013,11,15,"Doli","Ashdod N",NA,"3.5",NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"134_15_11_2013","Ashdod","N"
"84",135,12,30,"16","0",2013,11,15,"Doli","Ashdod N",NA,"4",NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"2",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,"135_15_11_2013","Ashdod","N"
"85",137,20,15,"0","30",2013,11,15,"Doli","Ashdod N",NA,"2.7",NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"1.5",NA,"0.5",NA,NA,NA,"9 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.5",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"1",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25,"137_15_11_2013","Ashdod","N"
"86",139,6,0,"9","30",2013,11,16,"Doli","Ashdod N",NA,"2",NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"0.5","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"0.5",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,"139_16_11_2013","Ashdod","N"
