"","Net","Start_Time_hh","Start_Time_mm","End_Time_hh","End_Time_mm","Year.XXXX.","Month.XX.","Day.XX.","Fishermen","Fishing_field","Depth","Distance_to_Shore","Commants","Storm","Speed","High_Sea","Net_Type","box_only","night_drag_prawn","Anshubi","Bakala","Barbon","Ben_Gurion","Crab","Denis","Farida","Fish","Gambari","Gerbida","Hazir","Hulim","Intias","Jelly_Fish","Kalamari","Lavan","Makarunim","Malitta","Marmir","Musar","Palamud","Pas_Tzahov","Rofus","Rofus_Fake","Sabida","Saragus","Sardin","Scombri","Soltan","Soltan_Fake","Soltan_Mix","Special","Tarachun","Taref","Televisia","Trulus","Missing","Many.Nasralas","Comments","Lokus","Muslach","Gitara","Box_General","Tziporot","Varod","Vest","Shed.Yam","Very_weak","Daba","Octepus","Adom","Hazaim","Lokus_manot","Soltan_Hul","Gerbid_new","barbon_vadim","Cristal","Gomber","Vak.Vak","Shark","Pijama","Aras","Draging_time","Net_index","site","Direction"
"3582",1465,9,15,"14","15",2015,8,3,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,"1.5",NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 Kg",NA,"2 Kg",NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"1465_3_8_2015",NA,NA
"3583",1467,20,45,"1","0",2015,8,3,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,"2.5 Kg",NA,"1",NA,NA,NA,"10 Kg",NA,NA,NA,NA,NA,NA,NA,NA,"1 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"2 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25,"1467_3_8_2015",NA,NA
"3584",1468,1,30,"5","45",2015,8,3,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,"2 Kg",NA,"0.75",NA,"1 Kg",NA,"12 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"2 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25,"1468_3_8_2015",NA,NA
"3585",1502,2,0,"6","0",2015,8,16,"Michael",NA,NA,"1.6",NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,"0.5 Kg",NA,"1",NA,NA,NA,"8 Kg",NA,NA,NA,NA,NA,NA,NA,"2 Kg",NA,"0.5 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 Kg",NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"1502_16_8_2015",NA,NA
"3586",1507,1,30,"6","0",2015,8,17,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,"1.5 Kg",NA,"1",NA,NA,NA,"8 Kg",NA,NA,NA,NA,NA,NA,NA,"2 Kg",NA,"1.5 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,"1507_17_8_2015",NA,NA
"3587",1511,21,45,"3","0",2015,8,18,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,"0.25",NA,"1",NA,NA,NA,"10 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25,"1511_18_8_2015",NA,NA
"3588",1514,17,45,"20","15",2015,8,19,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"1 Kg",NA,"3 Kg",NA,NA,NA,NA,NA,NA,NA,NA,"2.5",NA,NA,NA,NA,NA,NA,NA,NA,"4 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,"1514_19_8_2015",NA,NA
"3589",1515,20,45,"1","30",2015,8,19,"Michael",NA,18,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,"1 Kg",NA,"1",NA,NA,NA,"10 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 Kg",NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75,"1515_19_8_2015",NA,NA
"3590",1524,1,30,"6","30",2015,8,21,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"0.5",NA,NA,NA,NA,NA,"6 Kg",NA,NA,NA,NA,NA,NA,NA,"1","0.5 B+",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,"1 Kg",NA,NA,NA,NA,"0.5 B+",FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"1524_21_8_2015",NA,NA
"3591",1529,1,45,"6","15",2015,8,22,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,"1.5",NA,"1",NA,NA,NA,"15 Kg",NA,NA,NA,NA,NA,NA,NA,"2 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 Kg",NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,"1529_22_8_2015",NA,NA
"3592",1532,16,30,"19","30",2015,8,23,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 Kg",NA,"1.5","2 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,"0.5",FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"1532_23_8_2015",NA,NA
"3593",1533,20,0,"3","0",2015,8,23,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,"0.75",NA,NA,NA,NA,NA,"15 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"1533_23_8_2015",NA,NA
"3594",1536,20,30,"1","0",2015,8,24,"Michael",NA,18.5,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,"1.5",NA,"1 Kg",NA,NA,NA,"5 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 Kg",NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,"1536_24_8_2015",NA,NA
"3595",1537,1,30,"6","0",2015,8,24,"Michael",NA,17.5,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"1",NA,NA,"0.5","1 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,"1537_24_8_2015",NA,NA
"3596",1541,20,0,"3","0",2015,8,25,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,"1",NA,"2",NA,NA,"0.5","15 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"1541_25_8_2015",NA,NA
"3597",1569,6,45,"11","0",2015,9,1,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"2","106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25,"1569_1_9_2015",NA,NA
"3598",1575,1,0,"6","15",2015,9,2,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"3.5",NA,NA,NA,"23 Kg",NA,NA,NA,NA,NA,NA,"1",NA,NA,"0.5 S+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"0.5",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25,"1575_2_9_2015",NA,NA
"3599",1588,1,0,"6","0",2015,9,5,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"9",NA,NA,"1","20 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.5",NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"1588_5_9_2015",NA,NA
"3600",1592,19,45,"23","45",2015,9,6,"Michael",NA,20,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"7.5",NA,NA,"0.5","15 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"1592_6_9_2015",NA,NA
"3601",1593,0,0,"3","30",2015,9,6,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"7",NA,NA,"0.5","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,"1593_6_9_2015",NA,NA
"3602",1631,20,15,"0","0",2015,9,21,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"6",NA,NA,"1","20 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,"1631_21_9_2015",NA,NA
"3603",1632,0,15,"3","30",2015,9,21,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"4",NA,NA,"1","16 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,"1632_21_9_2015",NA,NA
"3604",1645,19,30,"22","45",2015,9,30,"Michael",NA,24.5,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,"0.5","35 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,"1645_30_9_2015",NA,NA
"3605",1646,23,15,"3","0",2015,9,30,"Michael",NA,NA,"26",NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"3.5",NA,NA,"0.5","45 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,"1646_30_9_2015",NA,NA
"3606",1650,12,45,"18","30",2015,10,2,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"0.75",NA,"0.5",NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"2",FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.75,"1650_2_10_2015",NA,NA
"3607",1652,1,15,"6","0",2015,10,2,"Michael",NA,25.5,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,"0.5",NA,"3",NA,NA,NA,"55 Kg",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75,"1652_2_10_2015",NA,NA
"3608",1656,20,0,"0","45",2015,9,29,"Michael",NA,NA,"2.4",NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,"0.5",NA,"4",NA,NA,"0.5","50 Kg",NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75,"1656_29_9_2015",NA,NA
"3609",1660,16,0,"18","45",2015,9,30,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,"10",NA,NA,"1","4 Kg",NA,NA,NA,NA,NA,NA,NA,NA,"5","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75,"1660_30_9_2015",NA,NA
"3610",1692,11,30,"15","45",2015,10,22,"Michael",NA,24.75,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"1",NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.5",NA,NA,NA,NA,"20 Kg",NA,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,"0.5",FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25,"1692_22_10_2015",NA,NA
"3611",1693,16,15,"18","45",2015,10,22,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"20 Kg",NA,NA,NA,NA,"1.5",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,"1693_22_10_2015",NA,NA
"3612",1694,20,0,"0","0",2015,10,22,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,"0.5",NA,"3 Kg",NA,NA,NA,"20 Kg",NA,NA,NA,NA,NA,NA,NA,"3 Kg",NA,NA,NA,NA,NA,NA,NA,"3 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"1694_22_10_2015",NA,NA
"3613",1725,13,0,"18","15",2015,11,1,"Levi",NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25,"1725_1_11_2015",NA,NA
"3614",1731,7,30,"14","30",2015,11,5,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1 S+","2.5",NA,NA,NA,NA,NA,NA,"2 B+",FALSE,"FALSE",NA,"1 Ind 14.9 Kg",NA,NA,"1",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"1731_5_11_2015",NA,NA
"3615",1733,0,30,"3","30",2015,11,5,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"2 Kg",NA,"3.5",NA,NA,NA,"20 Kg",NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"1733_5_11_2015",NA,NA
"3616",1736,19,0,"0","30",2015,11,6,"Michael",NA,NA,"2.75",NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"4",NA,NA,NA,"40 Kg",NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,"3 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"0.5",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,"1736_6_11_2015",NA,NA
"3617",1737,1,0,"6","0",2015,11,6,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,"3",NA,NA,"4 Kg","20 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"1737_6_11_2015",NA,NA
"3618",1740,18,30,"0","0",2015,11,7,"Michael",NA,2.7,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"4.5",NA,NA,NA,"12 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"1",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,"1740_7_11_2015",NA,NA
"3619",1744,18,0,"23","45",2015,11,8,"Michael",NA,NA,"2.2",NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,"0.25",NA,"3.5",NA,NA,NA,"12 Kg",NA,NA,NA,NA,NA,NA,NA,"0.5",NA,"0.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 Kg",NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.75,"1744_8_11_2015",NA,NA
"3620",1745,0,0,"3","30",2015,11,8,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,"0.5",NA,"3.5",NA,NA,NA,"8 Kg",NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,"1745_8_11_2015",NA,NA
"3621",1748,18,0,"22","30",2015,11,9,"Michael",NA,NA,"2.3",NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,"1.5",NA,"2",NA,NA,NA,"10 Kg",NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,"1748_9_11_2015",NA,NA
"3622",1757,14,0,"17","15",2015,11,12,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"1",NA,"1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.5",NA,NA,NA,"3 Kg","2 Kg",NA,NA,"1.5",NA,NA,NA,"2 Kg",NA,NA,NA,NA,NA,NA,"1.5 B+",FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,"1757_12_11_2015",NA,NA
"3623",1758,18,0,"23","15",2015,11,12,"Michael",NA,NA,"2.35",NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,"0.75",NA,"5",NA,NA,NA,"12 Kg",NA,NA,NA,NA,NA,NA,NA,"4 Kg",NA,NA,NA,NA,NA,NA,NA,"3 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.5",NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25,"1758_12_11_2015",NA,NA
"3624",1759,0,0,"3","30",2015,11,12,"Michael",NA,NA,"2.25",NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,"0.5",NA,"5",NA,NA,NA,"10 Kg",NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,"2 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 Kg",NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,"1759_12_11_2015",NA,NA
"3625",1788,12,15,"16","45",2015,11,20,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,"1788_20_11_2015",NA,NA
"3626",1797,17,45,"23","30",2015,11,22,"Michael",NA,NA,"2.4",NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"4",NA,NA,"1","10 Kg",NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"3.5 Kg",NA,NA,NA,NA,NA,NA,NA,NA,5.75,"1797_22_11_2015",NA,NA
"3627",1798,23,45,"3","30",2015,11,22,"Michael",NA,NA,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,"0.25",NA,"3",NA,NA,NA,"17 Kg",NA,NA,NA,NA,NA,NA,NA,"0.5",NA,"0.25",NA,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,"1798_22_11_2015",NA,NA
